levelName,p,cost,screen,cost.screen,cost.tpt,cost.att,igra,tpt,prevtb,att,check
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦   °--Not TB                                                                                    ,1-prop.abn.xray.tb.dx,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦--In prison/IRC for o3 months                                                           ,prop.staying.o3months,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦   °--Refer for treatment                                                               ,1,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦       °--TPT outcomes                                                                  ,1,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦           ¦--gets TPT                                                                  ,prop.staying.o3months.tpt,0,0,0,0,0,0,1,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦           ¦   ¦--completed TPT                                                         ,prop.staying.o3months.complete.tpt,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦           ¦   °--did not complete TPT                                                  ,1-prop.staying.o3months.complete.tpt,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦           °--does not get  PT                                                          ,1-prop.staying.o3months.tpt,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       °--In prison/IRC for u3 months                                                           ,1-prop.staying.o3months,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                               ,prop.staying.u3months.uk,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse,1,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦       °--TPT outcomes                                                              ,1,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦           ¦--gets TPT                                                              ,prop.staying.u3months.uk.tpt,0,0,0,0,0,0,1,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦           ¦   ¦--completed TPT                                                     ,prop.staying.u3months.uk.complete.tpt,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦           ¦   °--did not complete TPT                                              ,1-prop.staying.u3months.uk.complete.tpt,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦           °--does not get  PT                                                      ,1-prop.staying.u3months.uk.tpt,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           °--Early removal scheme or deportation                                               ,1-prop.staying.u3months.uk,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   °--did not Attend                                                                                ,1-prop.abn.xray.nhs.attend.referral,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   °--Not referred to NHS TB service                                                                    ,1-prop.abn.xray.nhs.referral,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   °--Normal chest x-ray                                                                                    ,1-prop.abnormal.xray,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦       ¦--In prison/IRC for o3 months                                                                       ,prop.staying.o3months,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦       ¦   °--Refer for treatment                                                                           ,1,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦       ¦       °--TPT outcomes                                                                              ,1,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦       ¦           ¦--gets TPT                                                                              ,prop.staying.o3months.tpt,0,0,0,0,0,0,1,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦       ¦           ¦   ¦--completed TPT                                                                     ,prop.staying.o3months.complete.tpt,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦       ¦           ¦   °--did not complete TPT                                                              ,1-prop.staying.o3months.complete.tpt,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦       ¦           °--does not get  PT                                                                      ,1-prop.staying.o3months.tpt,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦       °--In prison/IRC for u3 months                                                                       ,1-prop.staying.o3months,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦           ¦--Remaining in the UK (community or other prison/IRC)                                           ,prop.staying.u3months.uk,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse            ,1,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦           ¦       °--TPT outcomes                                                                          ,1,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦           ¦           ¦--gets TPT                                                                          ,prop.staying.u3months.uk.tpt,0,0,0,0,0,0,1,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦           ¦           ¦   ¦--completed TPT                                                                 ,prop.staying.u3months.uk.complete.tpt,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦           ¦           ¦   °--did not complete TPT                                                          ,1-prop.staying.u3months.uk.complete.tpt,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦           ¦           °--does not get  PT                                                                  ,1-prop.staying.u3months.uk.tpt,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦           °--Early removal scheme or deportation                                                           ,1-prop.staying.u3months.uk,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       °--No chest x-ray                                                                                            ,1-prop.xray,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦--Referred to NHS TB service                                                                            ,prop.no.xray.nhs.referral,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦--Attended                                                                                          ,prop.no.xray.nhs.attend.referral,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦   ¦--TB                                                                                            ,prop.no.xray.tb.dx,0,0,0,0,0,0,0,1,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦   ¦   °--TB outcomes                                                                               ,1,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦   ¦       ¦--ATT                                                                                   ,prop.no.xray.att,0,0,0,0,0,0,0,0,1,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦   ¦       ¦   ¦--completed ATT                                                                     ,prop.no.xray.complete.att,0,0,0,0,0,0,0,0,0,1
